lat,lon,XCO2 (mol CO2/mol dry),XCO2PREC (mol CO2/mol dry),Month,Year,DATE,population,primary_fuel,commissioning_year,capacity_mw,city_ascii,capital,city_pop_2022,month,brightness,scan,track,bright_t31,frp,city,state,plant_type,longitude,latitude
0,35,0.000399614,3.32E-08,3,2015,01-03-15,1089055.6,,,,Kapsabet,admin,17918,3,329.79,1.39,1.15,301.55,41.64,,,,,
0,35,0.000399561,3.82E-08,10,2015,01-10-15,1089055.6,,,,Kapsabet,admin,17918,10,324.3,1,1,301.6,12.4,,,,,
0,35,0.000398844,3.94E-08,9,2015,01-09-15,1089055.6,,,,Kapsabet,admin,17918,9,328.7,1.1,1.1,299,26,,,,,
0,35,0.000398759,3.92E-08,2,2015,01-02-15,1089055.6,,,,Kapsabet,admin,17918,2,326.09,1.39,1.14,302.89,25.69,,,,,
0,35,0.00039858,3.94E-08,6,2015,01-06-15,1089055.6,,,,Kapsabet,admin,17918,6,309.85,1.45,1.2,295.1,9.8,,,,,
0,35,0.000412054,5.73E-08,7,2020,01-07-20,1302835.9,,,,Kapsabet,admin,17918,7,312.1,1.1,1.1,295.4,9.2,,,,,
0,35,0.000411733,4.24E-08,10,2020,01-10-20,1302835.9,,,,Kapsabet,admin,17918,10,314.35,1.2,1.1,298.05,9.4,,,,,
0,35,0.000413043,3.54E-08,12,2020,01-12-20,1302835.9,,,,Kapsabet,admin,17918,12,328,1.4,1.2,305.9,24.4,,,,,
0,35,0.000411328,3.86E-08,5,2020,01-05-20,1302835.9,,,,Kapsabet,admin,17918,5,314.5,1.25,1.1,299.1,8.6,,,,,
0,35,0.000411666,4.29E-08,2,2020,01-02-20,1302835.9,,,,Kapsabet,admin,17918,2,321.92,1.27,1.1,299.65,16.92,,,,,
0,35,0.00041197,2.62E-08,8,2020,01-08-20,1302835.9,,,,Kapsabet,admin,17918,8,323.85,1.05,1.05,299.65,18.75,,,,,
0,35,0.000410191,4.09E-08,5,2019,01-05-19,1256521.2,,,,Kapsabet,admin,17918,5,325.3,1,1,305.6,8.4,,,,,
0,35,0.000408377,2.95E-08,1,2019,01-01-19,1256521.2,,,,Kapsabet,admin,17918,1,331.75,1.37,1.13,305.88,33.65,,,,,
0,35,0.00041031,3.75E-08,4,2019,01-04-19,1256521.2,,,,Kapsabet,admin,17918,4,333.08,1.35,1.13,302.41,44.91,,,,,
0,35,0.000409081,4.04E-08,2,2019,01-02-19,1256521.2,,,,Kapsabet,admin,17918,2,334.62,1.58,1.22,302.8,76.92,,,,,
0,35,0.000409739,5.37E-08,3,2019,01-03-19,1256521.2,,,,Kapsabet,admin,17918,3,331.17,1.32,1.13,303.98,32.45,,,,,
0,35,0.000403421,3.45E-08,12,2016,01-12-16,1128140,,,,Kapsabet,admin,17918,12,322.44,1.2,1.09,301.78,14.72,,,,,
0,35,0.000402841,4.99E-08,3,2016,01-03-16,1128140,,,,Kapsabet,admin,17918,3,329.88,1.35,1.14,300.89,40.88,,,,,
0,35,0.000402469,3.60E-08,2,2016,01-02-16,1128140,,,,Kapsabet,admin,17918,2,313.53,1,1,298.37,7.43,,,,,
0,35,0.000402956,4.08E-08,6,2016,01-06-16,1128140,,,,Kapsabet,admin,17918,6,312.23,1.08,1.07,297.9,8.12,,,,,
0,35,0.000402019,3.48E-08,9,2016,01-09-16,1128140,,,,Kapsabet,admin,17918,9,304.2,1.2,1.1,289.5,6.5,,,,,
0,35,0.000407743,2.73E-08,12,2018,01-12-18,1212397,,,,Kapsabet,admin,17918,12,313.05,1.05,1,297.5,7.1,,,,,
0,35,0.000406709,4.11E-08,1,2018,01-01-18,1212397,,,,Kapsabet,admin,17918,1,320.31,1.45,1.19,303,17.62,,,,,
0,35,0.000406767,2.98E-08,2,2018,01-02-18,1212397,,,,Kapsabet,admin,17918,2,328.24,1.31,1.12,304.74,27.98,,,,,
0,35.625,0.000414132,1.02E-07,2,2021,01-02-21,,,,,Eldama Ravine,,17581,2,332.66,1.08,1.04,303.66,30.33,,,,,
0,35.625,0.000414132,1.02E-07,2,2021,01-02-21,,,,,Kabarnet,admin,,2,332.66,1.08,1.04,303.66,30.33,,,,,
0,35.625,0.000413742,3.13E-08,1,2021,01-01-21,,,,,Eldama Ravine,,17581,1,314.84,1.43,1.17,294.54,21.2,,,,,
0,35.625,0.000413742,3.13E-08,1,2021,01-01-21,,,,,Kabarnet,admin,,1,314.84,1.43,1.17,294.54,21.2,,,,,
0,35.625,0.000414444,2.25E-08,3,2021,01-03-21,,,,,Eldama Ravine,,17581,3,335.63,1.97,1.32,304.78,86.44,,,,,
0,35.625,0.000414444,2.25E-08,3,2021,01-03-21,,,,,Kabarnet,admin,,3,335.63,1.97,1.32,304.78,86.44,,,,,
0,35.625,0.000403813,3.46E-08,1,2017,01-01-17,392602.03,,,,Eldama Ravine,,17581,1,314.9,1,1,285.55,19.65,,,,,
0,35.625,0.000403813,3.46E-08,1,2017,01-01-17,392602.03,,,,Kabarnet,admin,,1,314.9,1,1,285.55,19.65,,,,,
0,35.625,0.000404716,3.46E-08,2,2017,01-02-17,392602.03,,,,Eldama Ravine,,17581,2,341.83,1.47,1.2,307.1,74.9,,,,,
0,35.625,0.000404716,3.46E-08,2,2017,01-02-17,392602.03,,,,Kabarnet,admin,,2,341.83,1.47,1.2,307.1,74.9,,,,,
0,35.625,0.000404802,5.44E-08,3,2017,01-03-17,392602.03,,,,Eldama Ravine,,17581,3,343.63,1.66,1.23,300.89,96.11,,,,,
0,35.625,0.000404802,5.44E-08,3,2017,01-03-17,392602.03,,,,Kabarnet,admin,,3,343.63,1.66,1.23,300.89,96.11,,,,,
0,35.625,0.000398043,3.09E-08,1,2015,01-01-15,365737.9,,,,Eldama Ravine,,17581,1,314.1,1.9,1.35,296.2,27.5,,,,,
0,35.625,0.000398043,3.09E-08,1,2015,01-01-15,365737.9,,,,Kabarnet,admin,,1,314.1,1.9,1.35,296.2,27.5,,,,,
0,35.625,0.000399438,3.08E-08,3,2015,01-03-15,365737.9,,,,Eldama Ravine,,17581,3,323.23,1.51,1.18,300.29,31.12,,,,,
0,35.625,0.000399438,3.08E-08,3,2015,01-03-15,365737.9,,,,Kabarnet,admin,,3,323.23,1.51,1.18,300.29,31.12,,,,,
0,35.625,0.000399248,3.82E-08,10,2015,01-10-15,365737.9,,,,Eldama Ravine,,17581,10,325.86,1,1,287.94,32.78,,,,,
0,35.625,0.000399248,3.82E-08,10,2015,01-10-15,365737.9,,,,Kabarnet,admin,,10,325.86,1,1,287.94,32.78,,,,,
0,35.625,0.000398532,3.70E-08,2,2015,01-02-15,365737.9,,,,Eldama Ravine,,17581,2,333.98,1.26,1.12,307.78,28.5,,,,,
0,35.625,0.000398532,3.70E-08,2,2015,01-02-15,365737.9,,,,Kabarnet,admin,,2,333.98,1.26,1.12,307.78,28.5,,,,,
0,35.625,0.000412556,8.70E-08,4,2020,01-04-20,437486.25,,,,Eldama Ravine,,17581,4,318.1,1.3,1.15,295.55,13.15,,,,,
0,35.625,0.000412556,8.70E-08,4,2020,01-04-20,437486.25,,,,Kabarnet,admin,,4,318.1,1.3,1.15,295.55,13.15,,,,,
0,35.625,0.000412276,3.63E-08,3,2020,01-03-20,437486.25,,,,Eldama Ravine,,17581,3,315.6,1,1,299.2,6.2,,,,,
0,35.625,0.000412276,3.63E-08,3,2020,01-03-20,437486.25,,,,Kabarnet,admin,,3,315.6,1,1,299.2,6.2,,,,,
0,35.625,0.000413053,3.44E-08,12,2020,01-12-20,437486.25,,,,Eldama Ravine,,17581,12,330.53,2.03,1.27,293.6,49.1,,,,,
0,35.625,0.000413053,3.44E-08,12,2020,01-12-20,437486.25,,,,Kabarnet,admin,,12,330.53,2.03,1.27,293.6,49.1,,,,,
0,35.625,0.000410021,3.82E-08,4,2019,01-04-19,421829.6,,,,Eldama Ravine,,17581,4,330.6,1.1,1.1,304.6,21.8,,,,,
0,35.625,0.000410021,3.82E-08,4,2019,01-04-19,421829.6,,,,Kabarnet,admin,,4,330.6,1.1,1.1,304.6,21.8,,,,,
0,35.625,0.000408994,3.73E-08,2,2019,01-02-19,421829.6,,,,Eldama Ravine,,17581,2,333.24,1.48,1.2,302.32,57.82,,,,,
0,35.625,0.000408994,3.73E-08,2,2019,01-02-19,421829.6,,,,Kabarnet,admin,,2,333.24,1.48,1.2,302.32,57.82,,,,,
0,35.625,0.000409506,4.94E-08,3,2019,01-03-19,421829.6,,,,Eldama Ravine,,17581,3,323.1,1.25,1.12,299.03,25.46,,,,,
0,35.625,0.000409506,4.94E-08,3,2019,01-03-19,421829.6,,,,Kabarnet,admin,,3,323.1,1.25,1.12,299.03,25.46,,,,,
0,35.625,0.000401682,3.75E-08,10,2016,01-10-16,378760.53,,,,Eldama Ravine,,17581,10,339.8,1,1,314.5,24.3,,,,,
0,35.625,0.000401682,3.75E-08,10,2016,01-10-16,378760.53,,,,Kabarnet,admin,,10,339.8,1,1,314.5,24.3,,,,,
0,35.625,0.000402653,4.98E-08,3,2016,01-03-16,378760.53,,,,Eldama Ravine,,17581,3,330.82,1.38,1.14,302.55,35.89,,,,,
0,35.625,0.000402653,4.98E-08,3,2016,01-03-16,378760.53,,,,Kabarnet,admin,,3,330.82,1.38,1.14,302.55,35.89,,,,,
0,35.625,0.000402281,3.54E-08,2,2016,01-02-16,378760.53,,,,Eldama Ravine,,17581,2,339.74,1.16,1.08,300.4,54.08,,,,,
0,35.625,0.000402281,3.54E-08,2,2016,01-02-16,378760.53,,,,Kabarnet,admin,,2,339.74,1.16,1.08,300.4,54.08,,,,,
0,35.625,0.000408734,5.35E-08,3,2018,01-03-18,406978.5,,,,Eldama Ravine,,17581,3,325.25,1,1,299.9,14.35,,,,,
0,35.625,0.000408734,5.35E-08,3,2018,01-03-18,406978.5,,,,Kabarnet,admin,,3,325.25,1,1,299.9,14.35,,,,,
0,35.625,0.000406026,3.26E-08,10,2018,01-10-18,406978.5,,,,Eldama Ravine,,17581,10,319.8,1,1,301.8,8,,,,,
0,35.625,0.000406026,3.26E-08,10,2018,01-10-18,406978.5,,,,Kabarnet,admin,,10,319.8,1,1,301.8,8,,,,,
0,35.625,0.000406647,3.10E-08,2,2018,01-02-18,406978.5,,,,Eldama Ravine,,17581,2,332.07,1.55,1.19,303.24,63.87,,,,,
0,35.625,0.000406647,3.10E-08,2,2018,01-02-18,406978.5,,,,Kabarnet,admin,,2,332.07,1.55,1.19,303.24,63.87,,,,,
0,35.625,0.000406603,3.80E-08,11,2018,01-11-18,406978.5,,,,Eldama Ravine,,17581,11,314.6,2.6,1.5,298.7,37.4,,,,,
0,35.625,0.000406603,3.80E-08,11,2018,01-11-18,406978.5,,,,Kabarnet,admin,,11,314.6,2.6,1.5,298.7,37.4,,,,,
0,36.25,0.000414063,8.94E-08,2,2021,01-02-21,,,,,Rumuruti,admin,,2,352.14,1.16,1.05,312.26,81.33,,,,,
0,36.25,0.000414273,4.33E-08,4,2021,01-04-21,,,,,Rumuruti,admin,,4,319.63,1.17,1.1,302.27,11.77,,,,,
0,36.25,0.000413753,2.92E-08,1,2021,01-01-21,,,,,Rumuruti,admin,,1,323.4,2.11,1.33,304.34,26.8,,,,,
0,36.25,0.000414445,2.34E-08,3,2021,01-03-21,,,,,Rumuruti,admin,,3,342.49,1.23,1.08,305.98,68.45,,,,,
0,36.25,0.000414771,4.93E-08,6,2021,01-06-21,,,,,Rumuruti,admin,,6,310.3,1.2,1.1,279.7,8.1,,,,,
0,36.25,0.000404341,3.77E-08,5,2017,01-05-17,359315.5,,,,Rumuruti,admin,,5,326.3,1.1,1,304.6,18.1,,,,,
0,36.25,0.000403838,3.12E-08,1,2017,01-01-17,359315.5,,,,Rumuruti,admin,,1,332.76,1.32,1.1,309.27,30.15,,,,,
0,36.25,0.000405018,3.67E-08,4,2017,01-04-17,359315.5,,,,Rumuruti,admin,,4,328.65,1.4,1.15,307.8,19.2,,,,,
0,36.25,0.000405211,2.29E-08,12,2017,01-12-17,359315.5,,,,Rumuruti,admin,,12,322.5,1.2,1.1,308.6,9,,,,,
0,36.25,0.000404716,3.39E-08,2,2017,01-02-17,359315.5,,,,Rumuruti,admin,,2,313.2,1.87,1.33,292.07,26.17,,,,,
0,36.25,0.00040474,5.17E-08,3,2017,01-03-17,359315.5,,,,Rumuruti,admin,,3,335.53,1.53,1.19,298.47,67.16,,,,,
0,36.25,0.000399065,6.42E-08,4,2015,01-04-15,337536.8,,,,Rumuruti,admin,,4,324.1,1.1,1,301.7,10,,,,,
0,36.25,0.000399408,2.85E-08,3,2015,01-03-15,337536.8,,,,Rumuruti,admin,,3,325.86,1.74,1.26,293.21,61.11,,,,,
0,36.25,0.000398508,3.48E-08,2,2015,01-02-15,337536.8,,,,Rumuruti,admin,,2,332.65,1.05,1,295.4,45.85,,,,,
0,36.25,0.000412232,3.58E-08,3,2020,01-03-20,396634.6,,,,Rumuruti,admin,,3,342,1.4,1.2,306.35,55.5,,,,,
0,36.25,0.000413065,3.35E-08,12,2020,01-12-20,396634.6,,,,Rumuruti,admin,,12,315.9,1,1,302.9,7.3,,,,,
0,36.25,0.000411541,3.83E-08,2,2020,01-02-20,396634.6,,,,Rumuruti,admin,,2,313.5,1,1,300.9,5.6,,,,,
0,36.25,0.00040832,2.64E-08,1,2019,01-01-19,383826.94,,,,Rumuruti,admin,,1,333.79,1.79,1.29,301.92,57.16,,,,,
0,36.25,0.000409883,3.88E-08,4,2019,01-04-19,383826.94,,,,Rumuruti,admin,,4,344.51,1.33,1.11,312.33,48.28,,,,,
0,36.25,0.000409025,3.42E-08,2,2019,01-02-19,383826.94,,,,Rumuruti,admin,,2,325.92,1.42,1.17,302.55,34.43,,,,,
0,36.25,0.000409474,4.51E-08,3,2019,01-03-19,383826.94,,,,Rumuruti,admin,,3,323.91,1.41,1.12,297.93,29.26,,,,,
0,36.25,0.00040351,3.32E-08,12,2016,01-12-16,347817.9,,,,Rumuruti,admin,,12,318.7,2.7,1.6,301.2,25.7,,,,,
0,36.25,0.000401784,3.91E-08,10,2016,01-10-16,347817.9,,,,Rumuruti,admin,,10,324,2.1,1.4,303.6,18.7,,,,,
0,36.25,0.000402615,4.96E-08,3,2016,01-03-16,347817.9,,,,Rumuruti,admin,,3,321.6,1,1,307.2,7.2,,,,,
0,36.25,0.000402334,3.49E-08,2,2016,01-02-16,347817.9,,,,Rumuruti,admin,,2,333.35,1,1,315.8,17.7,,,,,
0,36.25,0.000403173,5.03E-08,4,2016,01-04-16,347817.9,,,,Rumuruti,admin,,4,331.6,2.1,1.4,309.8,53.7,,,,,
0,36.25,0.000401827,3.52E-08,9,2016,01-09-16,347817.9,,,,Rumuruti,admin,,9,325.4,1,1,303.5,14.1,,,,,
0,36.25,0.000406219,2.70E-08,9,2018,01-09-18,371441.3,,,,Rumuruti,admin,,9,340.6,1.6,1.2,306.7,62.6,,,,,
0,36.25,0.000406387,3.73E-08,1,2018,01-01-18,371441.3,,,,Rumuruti,admin,,1,307.7,1.45,1.2,282.15,21.95,,,,,
0,36.25,0.000406859,3.84E-08,8,2018,01-08-18,371441.3,,,,Rumuruti,admin,,8,313.1,1,1,294.7,8,,,,,
0,36.25,0.000406637,3.21E-08,2,2018,01-02-18,371441.3,,,,Rumuruti,admin,,2,321.4,3,1.7,302.8,51.5,,,,,
0,36.875,0.000414043,5.57E-08,5,2021,01-05-21,,,,,Nanyuki,,31577,5,328.7,1,1,311.4,12.6,,,,,
0,36.875,0.000414173,4.31E-08,4,2021,01-04-21,,,,,Nanyuki,,31577,4,328.85,1.1,1.05,307.15,14.72,,,,,
0,36.875,0.000415389,3.78E-08,12,2021,01-12-21,,,,,Nanyuki,,31577,12,320.4,1,1,304.8,9.2,,,,,
0,36.875,0.000413717,2.73E-08,1,2021,01-01-21,,,,,Nanyuki,,31577,1,328.47,1.32,1.13,302.6,31.62,,,,,
0,36.875,0.000414433,2.42E-08,3,2021,01-03-21,,,,,Nanyuki,,31577,3,342.85,1.36,1.13,303.42,79.54,,,,,
0,36.875,0.000414731,4.72E-08,6,2021,01-06-21,,,,,Nanyuki,,31577,6,319.5,2.1,1.4,299.6,35.3,,,,,
0,36.875,0.000403812,2.78E-08,1,2017,01-01-17,217700.81,,,,Nanyuki,,31577,1,316.3,1.1,1,300.2,10.2,,,,,
0,36.875,0.000404722,3.32E-08,2,2017,01-02-17,217700.81,,,,Nanyuki,,31577,2,348.99,1.66,1.27,305.39,120.66,,,,,
0,36.875,0.000404704,4.90E-08,3,2017,01-03-17,217700.81,,,,Nanyuki,,31577,3,367.75,1.1,1.03,317.93,112.72,,,,,
0,36.875,0.000398888,6.42E-08,4,2015,01-04-15,201491.97,,,,Nanyuki,,31577,4,326.03,2.5,1.5,283.8,90.97,,,,,
0,36.875,0.000398033,2.67E-08,1,2015,01-01-15,201491.97,,,,Nanyuki,,31577,1,328.81,1.18,1.04,303.78,27.29,,,,,
0,36.875,0.000399344,2.64E-08,3,2015,01-03-15,201491.97,,,,Nanyuki,,31577,3,331.64,1.41,1.18,301.12,45.37,,,,,
0,36.875,0.000399107,3.81E-08,10,2015,01-10-15,201491.97,,,,Nanyuki,,31577,10,346.4,1.3,1.1,308.2,60.4,,,,,
0,36.875,0.000398716,3.31E-08,9,2015,01-09-15,201491.97,,,,Nanyuki,,31577,9,349.75,1.7,1.3,305.85,98.6,,,,,
0,36.875,0.000398495,3.27E-08,2,2015,01-02-15,201491.97,,,,Nanyuki,,31577,2,308.62,2.3,1.48,288.77,33.8,,,,,
0,36.875,0.000412313,8.24E-08,4,2020,01-04-20,237978.12,,,,Nanyuki,,31577,4,317.93,2.62,1.52,289.93,54.43,,,,,
0,36.875,0.00041216,3.52E-08,3,2020,01-03-20,237978.12,,,,Nanyuki,,31577,3,319.33,1.03,1,298.43,7.7,,,,,
0,36.875,0.000411906,4.18E-08,6,2020,01-06-20,237978.12,,,,Nanyuki,,31577,6,321,1,1,292.3,15.3,,,,,
0,36.875,0.000413046,3.26E-08,12,2020,01-12-20,237978.12,,,,Nanyuki,,31577,12,321.5,1,1,300.4,10.8,,,,,
0,36.875,0.000411499,3.85E-08,5,2020,01-05-20,237978.12,,,,Nanyuki,,31577,5,311.5,1,1,296.7,6.3,,,,,
0,36.875,0.000411545,3.61E-08,2,2020,01-02-20,237978.12,,,,Nanyuki,,31577,2,315.8,1.1,1,296,9.9,,,,,
0,36.875,0.000411824,2.74E-08,8,2020,01-08-20,237978.12,,,,Nanyuki,,31577,8,317.4,1.05,1,299,8.95,,,,,
0,36.875,0.000411557,3.14E-08,9,2020,01-09-20,237978.12,,,,Nanyuki,,31577,9,330.5,1.4,1.15,307.55,22.85,,,,,
0,36.875,0.000409427,4.87E-08,10,2019,01-10-19,231038.17,,,,Nanyuki,,31577,10,341.32,2.1,1.4,296.7,127.62,,,,,
0,36.875,0.000409893,3.54E-08,5,2019,01-05-19,231038.17,,,,Nanyuki,,31577,5,303.8,1,1,280.7,10.1,,,,,
0,36.875,0.000408289,2.49E-08,1,2019,01-01-19,231038.17,,,,Nanyuki,,31577,1,330.47,1.33,1.13,298.8,34.7,,,,,
0,36.875,0.000409359,3.34E-08,8,2019,01-08-19,231038.17,,,,Nanyuki,,31577,8,326.7,1.5,1.2,294.6,39.2,,,,,
0,36.875,0.000409801,3.93E-08,4,2019,01-04-19,231038.17,,,,Nanyuki,,31577,4,333.85,1.61,1.21,302.97,63.99,,,,,
0,36.875,0.000409006,3.12E-08,2,2019,01-02-19,231038.17,,,,Nanyuki,,31577,2,319.8,1,1,301.7,8.9,,,,,
0,36.875,0.000409444,4.09E-08,3,2019,01-03-19,231038.17,,,,Nanyuki,,31577,3,338.25,2.1,1.4,313.75,63.85,,,,,
0,36.875,0.000402084,3.38E-08,5,2016,01-05-16,210709.6,,,,Nanyuki,,31577,5,315,1.1,1,297.37,8.6,,,,,
0,36.875,0.000401252,4.93E-08,1,2016,01-01-16,210709.6,,,,Nanyuki,,31577,1,316.7,1,1,302.8,6.3,,,,,
0,36.875,0.000401851,4.05E-08,10,2016,01-10-16,210709.6,,,,Nanyuki,,31577,10,327.46,2.36,1.44,295.1,86.16,,,,,
0,36.875,0.000402592,4.93E-08,3,2016,01-03-16,210709.6,,,,Nanyuki,,31577,3,341.2,1,1,306.78,38.25,,,,,
0,36.875,0.000401813,3.53E-08,9,2016,01-09-16,210709.6,,,,Nanyuki,,31577,9,331.6,1.2,1.1,310,18.3,,,,,
0,36.875,0.000406314,2.69E-08,9,2018,01-09-18,224098.64,,,,Nanyuki,,31577,9,324.4,3.7,1.8,303,82.5,,,,,
0,36.875,0.000405692,6.15E-08,5,2018,01-05-18,224098.64,,,,Nanyuki,,31577,5,311.8,1.1,1,295.9,6.4,,,,,
0,36.875,0.000406255,3.56E-08,1,2018,01-01-18,224098.64,,,,Nanyuki,,31577,1,320.2,1.3,1.1,302.1,14.55,,,,,
0,36.875,0.000406638,3.31E-08,2,2018,01-02-18,224098.64,,,,Nanyuki,,31577,2,321.06,2.69,1.51,289.75,84.29,,,,,
0,36.875,0.00040663,3.21E-08,11,2018,01-11-18,224098.64,,,,Nanyuki,,31577,11,317.2,2.1,1.4,293.8,20.7,,,,,
0,37.5,0.000414013,2.41E-08,10,2021,01-10-21,,,,,Meru,admin,1833000,10,333.8,1,1,309.9,13.3,,,,,
0,37.5,0.000414013,2.41E-08,10,2021,01-10-21,,,,,Isiolo,admin,45989,10,333.8,1,1,309.9,13.3,,,,,
0,37.5,0.000413935,2.10E-08,9,2021,01-09-21,,,,,Meru,admin,1833000,9,341.8,1.6,1.2,313.8,50.6,,,,,
0,37.5,0.000413935,2.10E-08,9,2021,01-09-21,,,,,Isiolo,admin,45989,9,341.8,1.6,1.2,313.8,50.6,,,,,
0,37.5,0.000414008,6.35E-08,2,2021,01-02-21,,,,,Meru,admin,1833000,2,334.1,1.6,1.3,316,23.1,,,,,
0,37.5,0.000414008,6.35E-08,2,2021,01-02-21,,,,,Isiolo,admin,45989,2,334.1,1.6,1.3,316,23.1,,,,,
0,37.5,0.000414169,4.29E-08,4,2021,01-04-21,,,,,Meru,admin,1833000,4,344.8,1.1,1,312.6,35.2,,,,,
0,37.5,0.000414169,4.29E-08,4,2021,01-04-21,,,,,Isiolo,admin,45989,4,344.8,1.1,1,312.6,35.2,,,,,
0,37.5,0.000414481,2.49E-08,3,2021,01-03-21,,,,,Meru,admin,1833000,3,308.58,1.54,1.18,292.8,12.86,,,,,
0,37.5,0.000414481,2.49E-08,3,2021,01-03-21,,,,,Isiolo,admin,45989,3,308.58,1.54,1.18,292.8,12.86,,,,,
0,37.5,0.000414736,4.51E-08,6,2021,01-06-21,,,,,Meru,admin,1833000,6,337.8,1,1,306,25.5,,,,,
0,37.5,0.000414736,4.51E-08,6,2021,01-06-21,,,,,Isiolo,admin,45989,6,337.8,1,1,306,25.5,,,,,
0,37.5,0.000403903,1.83E-08,9,2017,01-09-17,1257330.5,,,,Meru,admin,1833000,9,336.98,1.6,1.2,316.15,21.22,,,,,
0,37.5,0.000403903,1.83E-08,9,2017,01-09-17,1257330.5,,,,Isiolo,admin,45989,9,336.98,1.6,1.2,316.15,21.22,,,,,
0,37.5,0.000399342,2.45E-08,3,2015,01-03-15,1205146,,,,Meru,admin,1833000,3,340.4,1,1,316.6,20,,,,,
0,37.5,0.000399342,2.45E-08,3,2015,01-03-15,1205146,,,,Isiolo,admin,45989,3,340.4,1,1,316.6,20,,,,,
0,37.5,0.000398861,3.11E-08,9,2015,01-09-15,1205146,,,,Meru,admin,1833000,9,354.4,1.1,1,317.5,50.9,,,,,
0,37.5,0.000398861,3.11E-08,9,2015,01-09-15,1205146,,,,Isiolo,admin,45989,9,354.4,1.1,1,317.5,50.9,,,,,
0,37.5,0.000398598,3.08E-08,2,2015,01-02-15,1205146,,,,Meru,admin,1833000,2,336.57,1.27,1.07,318.17,16.17,,,,,
0,37.5,0.000398598,3.08E-08,2,2015,01-02-15,1205146,,,,Isiolo,admin,45989,2,336.57,1.27,1.07,318.17,16.17,,,,,
0,37.5,0.000412208,5.13E-08,7,2020,01-07-20,1334553.9,,,,Meru,admin,1833000,7,324.36,1.58,1.16,301.8,17.14,,,,,
0,37.5,0.000412208,5.13E-08,7,2020,01-07-20,1334553.9,,,,Isiolo,admin,45989,7,324.36,1.58,1.16,301.8,17.14,,,,,
0,37.5,0.0004115,3.27E-08,10,2020,01-10-20,1334553.9,,,,Meru,admin,1833000,10,331.01,1.45,1.16,304.33,36.09,,,,,
0,37.5,0.0004115,3.27E-08,10,2020,01-10-20,1334553.9,,,,Isiolo,admin,45989,10,331.01,1.45,1.16,304.33,36.09,,,,,
0,37.5,0.000411916,3.63E-08,6,2020,01-06-20,1334553.9,,,,Meru,admin,1833000,6,324.9,1.1,1,307.9,9.5,,,,,
0,37.5,0.000411916,3.63E-08,6,2020,01-06-20,1334553.9,,,,Isiolo,admin,45989,6,324.9,1.1,1,307.9,9.5,,,,,
0,37.5,0.000411873,2.80E-08,8,2020,01-08-20,1334553.9,,,,Meru,admin,1833000,8,330.05,2.02,1.36,301.41,52.53,,,,,
0,37.5,0.000411873,2.80E-08,8,2020,01-08-20,1334553.9,,,,Isiolo,admin,45989,8,330.05,2.02,1.36,301.41,52.53,,,,,
0,37.5,0.000411639,3.08E-08,9,2020,01-09-20,1334553.9,,,,Meru,admin,1833000,9,327.28,1.44,1.17,307.56,16.94,,,,,
0,37.5,0.000411639,3.08E-08,9,2020,01-09-20,1334553.9,,,,Isiolo,admin,45989,9,327.28,1.44,1.17,307.56,16.94,,,,,
0,37.5,0.00040952,3.69E-08,3,2019,01-03-19,1308083.1,,,,Meru,admin,1833000,3,311,1,1,295.5,9.3,,,,,
0,37.5,0.00040952,3.69E-08,3,2019,01-03-19,1308083.1,,,,Isiolo,admin,45989,3,311,1,1,295.5,9.3,,,,,
0,37.5,0.000402287,3.63E-08,8,2016,01-08-16,1233023.9,,,,Meru,admin,1833000,8,328.68,1.88,1.3,303.47,31.58,,,,,
0,37.5,0.000402287,3.63E-08,8,2016,01-08-16,1233023.9,,,,Isiolo,admin,45989,8,328.68,1.88,1.3,303.47,31.58,,,,,
0,37.5,0.000401963,4.17E-08,10,2016,01-10-16,1233023.9,,,,Meru,admin,1833000,10,328.04,2.78,1.58,302,54.36,,,,,
0,37.5,0.000401963,4.17E-08,10,2016,01-10-16,1233023.9,,,,Isiolo,admin,45989,10,328.04,2.78,1.58,302,54.36,,,,,
0,37.5,0.000402781,3.06E-08,7,2016,01-07-16,1233023.9,,,,Meru,admin,1833000,7,321.23,1.2,1.1,283.9,19.3,,,,,
0,37.5,0.000402781,3.06E-08,7,2016,01-07-16,1233023.9,,,,Isiolo,admin,45989,7,321.23,1.2,1.1,283.9,19.3,,,,,
0,37.5,0.000402352,3.38E-08,2,2016,01-02-16,1233023.9,,,,Meru,admin,1833000,2,336.2,1,1,308.6,17.7,,,,,
0,37.5,0.000402352,3.38E-08,2,2016,01-02-16,1233023.9,,,,Isiolo,admin,45989,2,336.2,1,1,308.6,17.7,,,,,
0,37.5,0.000401875,3.53E-08,9,2016,01-09-16,1233023.9,,,,Meru,admin,1833000,9,334.35,1.1,1,313.6,16.25,,,,,
0,37.5,0.000401875,3.53E-08,9,2016,01-09-16,1233023.9,,,,Isiolo,admin,45989,9,334.35,1.1,1,313.6,16.25,,,,,
0,37.5,0.000406439,2.68E-08,9,2018,01-09-18,1282624.9,,,,Meru,admin,1833000,9,333.17,1.27,1.1,314.9,17,,,,,
0,37.5,0.000406439,2.68E-08,9,2018,01-09-18,1282624.9,,,,Isiolo,admin,45989,9,333.17,1.27,1.1,314.9,17,,,,,
0,37.5,0.000406205,2.68E-08,10,2018,01-10-18,1282624.9,,,,Meru,admin,1833000,10,335.9,1,1,307.45,17.4,,,,,
